id,text,Tweet_punct,word_list
1274021684232753159,"@MikeWalters60 The day before we locked down, the UK reported 1200* new cases.Today we have 1400* new cases and w… https://t.co/PcP3xp6rEC",the day before we locked down the uk reported new casestoday we have new cases and w,"['the', 'day', 'before', 'we', 'locked', 'down', 'the', 'uk', 'reported', 'new', 'casestoday', 'we', 'have', 'new', 'cases', 'and', 'w']"
1274021685277188097,Milf category *,milf category,"['milf', 'category']"
1274021686518722561, @hecatespower: ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀  ` 🦋 ≀ 𝘢𝘱𝘩𝘳𝘰𝘥𝘪𝘵𝘦 𝘭𝘰𝘷𝘦𝘴 𝘸𝘩𝘦𝘯 𝘸𝘦 𝘢𝘤𝘤𝘦𝘱𝘵 𝘰𝘶𝘳 𝘰𝘸𝘯 𝘣𝘰𝘥𝘺 𝘢𝘯𝘥 𝘰𝘶𝘳 𝘣𝘦𝘢𝘶𝘵𝘺. 𝘢𝘭𝘸𝘢𝘺𝘴 𝘵𝘩𝘢𝘯𝘬 𝘢𝘱𝘩𝘳𝘰𝘥𝘪𝘵𝘦…,,[]
1274021704042504195,@Happyfishtime94 @FireDragonKing_ *sitting on the ground *,sitting on the ground,"['sitting', 'on', 'the', 'ground']"
1274021714188333057, @highfadx: 𝖗𝖙​ * 𝖉𝖒 #img20plus,img20plus,['img20plus']
1274021726347595776, @urfrankgo: * 🏌🏿 .          frankgo img jaemin today I’ll แลกฟอล 𓐄 ตามทัก just rt this 、ยพท ลฟตท 🛹 https://t.co/WZ8wcXO2to,frankgo img jaemin today ill just rt this,"['frankgo', 'img', 'jaemin', 'today', 'ill', 'just', 'rt', 'this']"
1274021735013085184, @LashRambo: Who wins in a debate between Biden* and Trump?* Assuming Biden's handlers allow him to participate,who wins in a debate between biden and trump assuming bidens handlers allow him to participate,"['who', 'wins', 'in', 'a', 'debate', 'between', 'biden', 'and', 'trump', 'assuming', 'bidens', 'handlers', 'allow', 'him', 'to', 'participate']"
1274021738867646465, @calmecam: @UncleRee1 I should not be laughing...     So hard.* * *#FunnyBecauseItsTrue     Also... extremely scary because it's…,i should not be laughing so hard funnybecauseitstrue also extremely scary because its,"['i', 'should', 'not', 'be', 'laughing', 'so', 'hard', 'funnybecauseitstrue', 'also', 'extremely', 'scary', 'because', 'its']"
1274021739966746624,Re-up of my request for interesting non-noir non-Knausgaard Norwegian literature. (In translation of course!),reup of my request for interesting nonnoir nonknausgaard norwegian literature in translation of course,"['reup', 'of', 'my', 'request', 'for', 'interesting', 'nonnoir', 'nonknausgaard', 'norwegian', 'literature', 'in', 'translation', 'of', 'course']"
1274021741367607298,Aw love heilan’ coos...,aw love heilan coos,"['aw', 'love', 'heilan', 'coos']"
1274021742336339968, @Supriya23bh: Congress Prez Mrs Sonia Gandhi : * Did Military Intelligence not alert govt about intrusion &amp; build-up of massive forces…,congress prez mrs sonia gandhi did military intelligence not alert govt about intrusion amp buildup of massive forces,"['congress', 'prez', 'mrs', 'sonia', 'gandhi', 'did', 'military', 'intelligence', 'not', 'alert', 'govt', 'about', 'intrusion', 'amp', 'buildup', 'of', 'massive', 'forces']"
1274021744483827714, @urfrankgo: * 🏌🏿 .          frankgo img jaemin today I’ll แลกฟอล 𓐄 ตามทัก just rt this 、ยพท ลฟตท 🛹 https://t.co/WZ8wcXO2to,frankgo img jaemin today ill just rt this,"['frankgo', 'img', 'jaemin', 'today', 'ill', 'just', 'rt', 'this']"
1274021745780031489,* finally completed the moot https://t.co/7AU2Y2aP3N,finally completed the moot,"['finally', 'completed', 'the', 'moot']"
1274021751429558273," @KTH_Facts: [INFO] ""صوت تاي"" (Taes Voice) is currently trending at #9 in Saudi Arabia after the release of Stay Gold.* His unique voice…",info taes voice is currently trending at in saudi arabia after the release of stay gold his unique voice,"['info', 'taes', 'voice', 'is', 'currently', 'trending', 'at', 'in', 'saudi', 'arabia', 'after', 'the', 'release', 'of', 'stay', 'gold', 'his', 'unique', 'voice']"
1274021754063577090, @da_fan_is_ere: . * ✨  .   * .  *   .   * . *   .   * .  *   .   * .  *   .   *    One Direction   .  💫  .   *  . *  ☄️*  .   *  .  Mo…,one direction mo,"['one', 'direction', 'mo']"
1274021756928315393," @Supriya23bh: Congress Prez Mrs Sonia Gandhi ask questions in #AllPartyMeet : * Did govt not receive, on a regular basis, satellite pi…",congress prez mrs sonia gandhi ask questions in allpartymeet did govt not receive on a regular basis satellite pi,"['congress', 'prez', 'mrs', 'sonia', 'gandhi', 'ask', 'questions', 'in', 'allpartymeet', 'did', 'govt', 'not', 'receive', 'on', 'a', 'regular', 'basis', 'satellite', 'pi']"
1274021756936654848, @mvmeet: Congress tried to topple BJP govt in Manipur but:* BJP won the lone Rajya Sabha seat in Manipur with 28 votes* BJP candidat…,congress tried to topple bjp govt in manipur but bjp won the lone rajya sabha seat in manipur with votes bjp candidat,"['congress', 'tried', 'to', 'topple', 'bjp', 'govt', 'in', 'manipur', 'but', 'bjp', 'won', 'the', 'lone', 'rajya', 'sabha', 'seat', 'in', 'manipur', 'with', 'votes', 'bjp', 'candidat']"
1274021761923702787," @HumanityNext: Muslims not only killing non-Muslims .... They are destroying Churches, Temples, ...... Most attack on Hindu Temples ...…",muslims not only killing nonmuslims they are destroying churches temples most attack on hindu temples,"['muslims', 'not', 'only', 'killing', 'nonmuslims', 'they', 'are', 'destroying', 'churches', 'temples', 'most', 'attack', 'on', 'hindu', 'temples']"
1274021763647561730," @Supriya23bh: Congress Prez Mrs Sonia Gandhi ask questions in #AllPartyMeet : * Did govt not receive, on a regular basis, satellite pi…",congress prez mrs sonia gandhi ask questions in allpartymeet did govt not receive on a regular basis satellite pi,"['congress', 'prez', 'mrs', 'sonia', 'gandhi', 'ask', 'questions', 'in', 'allpartymeet', 'did', 'govt', 'not', 'receive', 'on', 'a', 'regular', 'basis', 'satellite', 'pi']"
1274021764662734848, @KTH_Facts: #SweetNight_100일_축하해 is currently trending at #5 in Korea* Keep using the hashtags. Let's trend it higher. https://t.co/Hn…,sweetnight100 is currently trending at in korea keep using the hashtags lets trend it higher,"['sweetnight100', 'is', 'currently', 'trending', 'at', 'in', 'korea', 'keep', 'using', 'the', 'hashtags', 'lets', 'trend', 'it', 'higher']"
1274021775639183361, @SK_ENTERPRISE1: Predict The Correct Score Of The Match BetweenTOTTENHAM                    VS                    MANCHESTER UNITED…,predict the correct score of the match betweentottenham vs manchester united,"['predict', 'the', 'correct', 'score', 'of', 'the', 'match', 'betweentottenham', 'vs', 'manchester', 'united']"
1274021775790276608, @SK_ENTERPRISE1: Predict The Correct Score Of The Match BetweenTOTTENHAM                    VS                    MANCHESTER UNITED…,predict the correct score of the match betweentottenham vs manchester united,"['predict', 'the', 'correct', 'score', 'of', 'the', 'match', 'betweentottenham', 'vs', 'manchester', 'united']"
1274021778613063681, @renoomokri: The only thing most people watch is television. But let me recommend several other things you can watch for success:* Wat…,the only thing most people watch is television but let me recommend several other things you can watch for success wat,"['the', 'only', 'thing', 'most', 'people', 'watch', 'is', 'television', 'but', 'let', 'me', 'recommend', 'several', 'other', 'things', 'you', 'can', 'watch', 'for', 'success', 'wat']"
1274021781632724995, @s8nhale: 𝖗𝖙 * 𝖉𝖒 #img20plus,img20plus,['img20plus']
1274021783780249600," @404greytas: * xxx      𝓙ust rt  𝕲reyta , 97 will gonna do ˓ follow 𓐄 talk ˒ with everyone ߪ ยพท ลฟตทhttps://t.co/TsiunYyCa2",xxx ust rt reyta will gonna do follow talk with everyone,"['xxx', 'ust', 'rt', 'reyta', 'will', 'gonna', 'do', 'follow', 'talk', 'with', 'everyone']"
1274021794035490816, @Coreee_: 42 Dugg: * whistle Me: run it tf back bitchh https://t.co/MYGl9ZdKLb,dugg whistle me run it tf back bitchh,"['dugg', 'whistle', 'me', 'run', 'it', 'tf', 'back', 'bitchh']"
1274021794836553729," @GadflyMorse: @nani_booboo @thebradfordfile Read ""1984"" and THINK about it... #DoubleSpeak* War Is Peace* Freedom Is Slavery* Ignora…",read and think about it doublespeak war is peace freedom is slavery ignora,"['read', 'and', 'think', 'about', 'it', 'doublespeak', 'war', 'is', 'peace', 'freedom', 'is', 'slavery', 'ignora']"
1274021794790473728, @joefazo2x: 4 * if u funny 🙄,if u funny,"['if', 'u', 'funny']"
1274021797541937155, @Hadi_Rad7: Please support this local business 🇧🇭 by Rt and following them on instagram 🙏🏽❤️,please support this local business by rt and following them on instagram,"['please', 'support', 'this', 'local', 'business', 'by', 'rt', 'and', 'following', 'them', 'on', 'instagram']"
1274021798565249025,@GameRiotArmy Dina: come on lets  goMe: * staring at how beautiful the game is Dina: COME ON LETS GO Me. * still staring *,dina come on lets gome staring at how beautiful the game is dina come on lets go me still staring,"['dina', 'come', 'on', 'lets', 'gome', 'staring', 'at', 'how', 'beautiful', 'the', 'game', 'is', 'dina', 'come', 'on', 'lets', 'go', 'me', 'still', 'staring']"
1274021807448715270,"Uninstall these - * WeChat, SHAREit, UC News, UC Browser, Clean Master.* TikTok, Vault-Hide, Vigo Video, Bigo Li… https://t.co/CyqR7jghsM",uninstall these wechat shareit uc news uc browser clean master tiktok vaulthide vigo video bigo li,"['uninstall', 'these', 'wechat', 'shareit', 'uc', 'news', 'uc', 'browser', 'clean', 'master', 'tiktok', 'vaulthide', 'vigo', 'video', 'bigo', 'li']"
1274021807499042816, @404seinetaclaus: * 𝖗𝖙 𝖉𝖒  #img20plus,img20plus,['img20plus']
1274021813488517120, @s8nhale: 𝖗𝖙 * 𝖉𝖒 #img20plus,img20plus,['img20plus']
1274021815044710400,""" Wait a minute! This isn't Kaer Morhen!  * sigh* I knew I shoulda taken that left turn at Albuquerque! And what th… https://t.co/taQkMpucL7",wait a minute this isnt kaer morhen sigh i knew i shoulda taken that left turn at albuquerqueand what th,"['wait', 'a', 'minute', 'this', 'isnt', 'kaer', 'morhen', 'sigh', 'i', 'knew', 'i', 'shoulda', 'taken', 'that', 'left', 'turn', 'at', 'albuquerqueand', 'what', 'th']"
1274021816311394304," @E_VON7: reminder that J*P is a slur and the correct way to short Japan or Japanese is JPN(the * stands for an 'a')please, PLEASE do…",reminder that jp is a slur and the correct way to short japan or japanese is jpnthe stands for an aplease please do,"['reminder', 'that', 'jp', 'is', 'a', 'slur', 'and', 'the', 'correct', 'way', 'to', 'short', 'japan', 'or', 'japanese', 'is', 'jpnthe', 'stands', 'for', 'an', 'aplease', 'please', 'do']"
1274021818979028994,* Breonna’s,breonnas,['breonnas']
1274021819637514240,@TheDemocrats Trump says surge in voting by mail his ‘biggest risk’ https://t.co/5g8AaCTwuf 😎JOE BIDEN WANTS ALL V… https://t.co/5zMqs3sudR,trump says surge in voting by mail his biggest risk joe biden wants all v,"['trump', 'says', 'surge', 'in', 'voting', 'by', 'mail', 'his', 'biggest', 'risk', 'joe', 'biden', 'wants', 'all', 'v']"
1274021820396474368, @urfrankgo: * 🏌🏿 .          frankgo img jaemin today I’ll แลกฟอล 𓐄 ตามทัก just rt this 、ยพท ลฟตท 🛹 https://t.co/WZ8wcXO2to,frankgo img jaemin today ill just rt this,"['frankgo', 'img', 'jaemin', 'today', 'ill', 'just', 'rt', 'this']"
1274021823869521924, @zidianloubrave: When a Louie was toxic you all looked like you were going to die if you didn't defend Hrry. L * uis is dragged every da…,when a louie was toxic you all looked like you were going to die if you didnt defend hrry l uis is dragged every da,"['when', 'a', 'louie', 'was', 'toxic', 'you', 'all', 'looked', 'like', 'you', 'were', 'going', 'to', 'die', 'if', 'you', 'didnt', 'defend', 'hrry', 'l', 'uis', 'is', 'dragged', 'every', 'da']"
1274021824783724547, @shafiur: #Rohingya #Covid19 news: * 10 Bed ICU and 10 BED HDU will open tomorrow at Sadar. UNHCR funded. *June 21st Opening of 60 be…,rohingya covid19 news bed icu and bed hdu will open tomorrow at sadar unhcr funded june 21st opening of be,"['rohingya', 'covid19', 'news', 'bed', 'icu', 'and', 'bed', 'hdu', 'will', 'open', 'tomorrow', 'at', 'sadar', 'unhcr', 'funded', 'june', '21st', 'opening', 'of', 'be']"
1274021827510239232, @januarysnovella: @eryasia_ @kofikobs @HuffPostUK * The Tuskegee Airmen have joined the chat *,the tuskegee airmen have joined the chat,"['the', 'tuskegee', 'airmen', 'have', 'joined', 'the', 'chat']"
1274021831813578753,@SeanMurricane * slowly puts down selenium webdriver * 🤣Guess I'll stick with yea olde manual copy and pasteroo! Thanks for the help 😊,slowly puts down selenium webdriver guess ill stick with yea olde manual copy and pasteroo thanks for the help,"['slowly', 'puts', 'down', 'selenium', 'webdriver', 'guess', 'ill', 'stick', 'with', 'yea', 'olde', 'manual', 'copy', 'and', 'pasteroo', 'thanks', 'for', 'the', 'help']"
1274021838008565763,"@Crystalfonts @batala_martin @kabirpica @Arzeefy @midormeepo @DOTA2 The prize pool has increased by 15 million, and… https://t.co/Vxpp7vfeAe",the prize pool has increased by million and,"['the', 'prize', 'pool', 'has', 'increased', 'by', 'million', 'and']"
1274021843930775552,@WeGotLoved could you please take a look at my twin threads? I promise you that you won’t regret it. She is perfect… https://t.co/FhAVOjQzmb,could you please take a look at my twin threads i promise you that you wont regret it she is perfect,"['could', 'you', 'please', 'take', 'a', 'look', 'at', 'my', 'twin', 'threads', 'i', 'promise', 'you', 'that', 'you', 'wont', 'regret', 'it', 'she', 'is', 'perfect']"
1274021848339165185,*Boys After Uploading pic with Gun 🔫  &amp; Caption of some Sasti Shayari * https://t.co/vd5GHvDqdN,boys after uploading pic with gun amp caption of some sasti shayari,"['boys', 'after', 'uploading', 'pic', 'with', 'gun', 'amp', 'caption', 'of', 'some', 'sasti', 'shayari']"
1274021849874087936, @s8nhale: 𝖗𝖙 * 𝖉𝖒 #img20plus,img20plus,['img20plus']
1274021854357917697,@Clauwild1 * desses,desses,['desses']
1274021857042337794,May’s U.S. Jobs Rebound Was Widespread - WSJ- * as ⁦@WSJhealth⁩ reports on ⁦@UN⁩ and ⁦@WHO⁩  and ⁦@CDCgov⁩ initiati… https://t.co/xJ0B0nYLnq,mays us jobs rebound was widespread wsj as reports on and and initiati,"['mays', 'us', 'jobs', 'rebound', 'was', 'widespread', 'wsj', 'as', 'reports', 'on', 'and', 'and', 'initiati']"
1274021864206196737,ᶫᵒᵛᵉᵧₒᵤ:¨·.·¨:  `·. 𝒎𝒚 𝒔𝒕𝒖𝒇𝒇 ★°*ﾟ❥⃧↦᩠໋ ❝ 𝐲𝐨𝐮'𝐥𝐥 𝐧𝐞𝐯𝐞𝐫 𝐛𝐞 𝐚𝐥𝐨𝐧𝐞 ❞                  ✧ . ✹ * . + · ✩ೋ˚๑ೃೀ❁https://t.co/oL4uFMoSZr,,[]
1274021867699961856,"New try negative art ,see the end for the negative result **#artpublishers #art #negativeart #invertedart… https://t.co/IFFuL7cY76",new try negative art see the end for the negative result artpublishers art negativeart invertedart,"['new', 'try', 'negative', 'art', 'see', 'the', 'end', 'for', 'the', 'negative', 'result', 'artpublishers', 'art', 'negativeart', 'invertedart']"
1274021869901897733, @s8nhale: 𝖗𝖙 * 𝖉𝖒 #img20plus,img20plus,['img20plus']
1274021871374213125,#TheResistance @DJIGlobal • DJI Contacted via email &amp; website *,theresistance dji contacted via email amp website,"['theresistance', 'dji', 'contacted', 'via', 'email', 'amp', 'website']"
1274021872439635969,@ayangdmr influencer * 😍,influencer,['influencer']
1274021874045906945," @12to110: Day 5   #IZONE Oneiric Diary  : 52,015 copiesTotal: 354,578 copies  * 1735 copies to surpass Bloomiz*",day izone oneiric diary copiestotal copies copies to surpass bloomiz,"['day', 'izone', 'oneiric', 'diary', 'copiestotal', 'copies', 'copies', 'to', 'surpass', 'bloomiz']"
1274021877653082120,* 1-NYCEnd of list.,1nycend of list,"['1nycend', 'of', 'list']"
